"ResponseID","xdemAll","demZIP","BPC1_1","BPC1_2","BPC1_3","BPC1_4","BPC1_5","BPC2_1NET","BPC2_2NET","BPC2_3NET","BPC2_4NET","BPC2_5NET","BPC2_6NET","BPC2_7NET","BPC2_8NET","BPC2_9NET","BPC2_10NET","BPC2_11NET","BPC2_12NET","BPC2_13NET","BPC2_14NET","BPC3_1NET","BPC3_2NET","BPC3_3NET","BPC3_4NET","BPC3_5NET","BPC3_6NET","BPC3_7NET","BPC3_8NET","BPC3_9NET","BPC3_10NET","BPC3_11NET","BPC3_12NET","BPC3_13NET","BPC3_14NET","BPC3_15NET","BPC4_1NET","BPC4_2NET","BPC4_3NET","BPC4_4NET","BPC4_5NET","BPC4_6NET","BPC4_7NET","BPC4_8NET","BPC4_9NET","BPC4_10NET","BPC4_11NET","BPC4_12NET","BPC4_13NET","BPC4_14NET","BPC4_15NET","BPC5_1NET","BPC5_2NET","BPC5_3NET","BPC5_4NET","BPC5_5NET","BPC5_6NET","BPC5_7NET","BPC5_8NET","BPC5_9NET","BPC5_10NET","BPC5_11NET","BPC5_12NET","BPC5_13NET","BPC5_14NET","BPC5_15NET","BPC6_1NET","BPC6_2NET","BPC6_3NET","BPC6_4NET","BPC6_5NET","BPC6_6NET","BPC6_7NET","BPC6_8NET","BPC6_9NET","BPC6_10NET","BPC6_11NET","BPC6_12NET","BPC6_13NET","BPC6_14NET","BPC6_15NET","BPC6_16NET","BPC6_17NET","BPC6_18NET","BPC6_19NET","BPC6_20NET","BPC7_1NET","BPC7_2NET","BPC7_3NET","BPC7_4NET","BPC7_5NET","BPC7_6NET","BPC7_7NET","BPC7_8NET","BPC7_9NET","BPC7_10NET","BPC7_11NET","BPC7_12NET","BPC7_13NET","BPC7_14NET","BPC7_15NET","BPC7_16NET","BPC7_17NET","BPC7_18NET","BPC7_19NET","BPC7_20NET","BPC8_1NET","BPC8_2NET","BPC8_3NET","BPC8_4NET","BPC8_5NET","BPC8_6NET","BPC8_7NET","BPC8_8NET","BPC8_9NET","BPC8_10NET","BPC8_11NET","BPC9","BPC10","BPC11","BPC12","BPC13","BPC14_1","BPC14_2","BPC14_3","BPC14_4","BPC14_5","BPC14_6","BPC14_7","BPC14_8","BPC14_9","BPC14_10","BPC15","BPC16_1NET","BPC16_2NET","BPC16_3NET","BPC16_4NET","BPC16_5NET","BPC16_6NET","BPC16_7NET","BPC16_8NET","BPC16_9NET","BPC16_10NET","BPC17_1","BPC17_2","BPC17_3","BPC17_4","BPC18","BPC19","BPC20a","BPC20b","BPC20c","BPC21a","BPC21b","BPC21c","BPC22a","BPC22b","BPC22c","BPC23a","BPC23b","BPC23c","BPC24_1","BPC24_2","BPC24_3","BPC24_4","BPC24_5","BPC24_6","BPC24_7","BPC24_8","BPC24_9","BPC24_10","BPC24_11","nr1","nr2b","nr3","xdemGender","age","demAgeGeneration","xpid3","xpidGender","xdemIdeo3","xeduc3","xdemInc3","xdemWhite","xdemHispBin","demBlackBin","demRaceOther","xdemReligion","xdemReligOther","xdemEvang","xdemUsr","xdemEmploy","xdemMilHH1","xnr1","xdemBidenApprove","xdemBidenApprove2","xnr3","xsubVote22O","xsubVote20O","xsubVote18O","xreg4","demInsured","demInsType","demUnion","demLGBTQ1","xdemMarried","BPCxdem1","BPCxdem2","BPCxdem3","BPCxdem4","BPCxdem5","wts"
"R_3rBJKYRpftzSdZW",1,"92886",3,3,2,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,5,3,4,4,2,2,3,2,NA,3,3,3,2,3,2,4,2,1,1,2,2,2,2,2,2,2,2,2,4,2,2,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,2,1,2,3,2,1,2,1,1,1,4,5,1,2,3,2,3,3,1,2,2,2,3,NA,NA,NA,1,3,NA,NA,2,1,2,1,1,2,3,1,1,1,4,1,1,2,1,1,1,2,1,1,NA,1.7825992078978672
"R_146olY6gwGIbPQ5",1,"33860",1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,4,3,4,4,2,3,3,3,NA,3,3,3,3,3,3,1,2,2,2,2,1,1,2,2,2,2,2,2,3,2,4,5,5,NA,NA,5,NA,NA,5,NA,NA,2,NA,NA,3,4,3,4,1,3,4,4,4,3,4,1,1,4,1,3,3,3,5,2,2,2,1,NA,NA,NA,1,NA,NA,3,1,1,1,1,1,4,1,1,1,3,1,7,2,1,1,1,2,2,1,NA,0.7924247931242162
"R_6COqpvn63lgBpns",1,"92227",5,5,5,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,5,3,4,5,4,4,2,2,NA,4,4,3,4,1,2,1,2,2,2,2,1,2,2,1,2,2,1,1,1,5,1,4,NA,NA,2,NA,NA,4,NA,NA,2,NA,NA,1,3,5,2,5,5,3,4,5,1,2,3,1,3,4,1,1,2,3,5,1,1,1,1,1,NA,NA,5,NA,2,2,7,2,1,2,3,4,4,4,4,4,1,6,2,1,2,1,2,1,2,2,5.188082560190051
"R_1RjrJSfP4rBEmLg",1,"10461",1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,1,NA,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,5,4,5,5,1,1,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,5,1,5,1,1,1,5,5,5,5,1,1,1,1,1,1,2,1,1,3,3,3,1,NA,NA,NA,2,1,NA,1,1,2,1,1,1,1,2,1,1,1,1,4,1,1,1,1,2,1,1,NA,1.518504379125149
"R_6y3AXeAdQWTSkub",1,"06511",5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,4,6,5,5,5,5,5,5,NA,5,5,5,5,5,6,2,2,2,2,2,2,2,2,2,1,6,6,6,6,5,5,NA,5,NA,NA,5,NA,NA,5,NA,NA,5,NA,5,5,5,5,5,5,5,5,5,5,5,2,5,8,2,1,1,2,4,NA,1,1,NA,NA,1,NA,4,NA,NA,1,8,2,2,NA,NA,8,4,4,4,1,1,1,2,1,2,2,2,1,1,2,0.4849084825579475
"R_1DeecYlXs1AbhW7",1,"49010",5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,3,5,5,4,4,3,2,4,NA,3,1,2,5,1,7,2,2,2,2,2,2,2,2,2,1,4,1,3,2,3,4,NA,1,NA,NA,4,NA,NA,3,NA,NA,2,NA,5,4,2,3,2,5,3,1,4,1,1,2,4,6,2,3,3,3,6,2,2,2,1,NA,NA,NA,1,NA,1,3,1,2,2,2,4,6,4,1,4,2,1,1,2,1,2,2,2,2,1,NA,0.8533150820982458
"R_5GHNn9SHguHspDM",1,"55068",1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,3,1,3,2,4,3,3,5,NA,5,4,4,3,4,3,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,4,3,5,3,2,2,1,NA,NA,NA,1,NA,2,2,1,1,2,1,2,1,2,1,2,2,1,1,2,1,1,2,2,2,1,NA,0.9086936393982713
"R_55tePubRNxzlQ2t",1,"90044",1,1,4,4,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,3,1,6,1,5,5,5,NA,5,5,5,5,5,5,5,2,2,2,2,2,1,2,2,2,2,5,5,5,5,4,5,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,4,1,1,3,1,1,1,1,1,1,5,3,2,4,2,1,3,3,3,5,3,1,1,1,NA,NA,NA,4,NA,NA,1,6,2,2,2,4,2,2,2,2,4,1,6,2,1,2,2,2,2,2,1,1.727867647664576
"R_6P4YmaG66MUJYOI",1,"11216",2,1,4,3,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,5,3,2,5,1,5,4,5,NA,5,5,5,5,5,5,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,2,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,1,1,2,2,3,NA,NA,1,NA,1,NA,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,NA,0.7986555468735658
"R_3f6sqQ8loEKSnjy",1,"19605",5,5,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,4,3,6,5,1,5,5,5,NA,5,5,5,5,5,5,3,2,1,2,2,2,2,2,2,2,2,1,1,1,3,2,4,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,4,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,3,3,1,1,2,1,1,1,NA,NA,NA,5,NA,2,2,1,2,2,1,2,4,4,4,4,1,1,6,2,1,2,2,2,2,4,NA,1.206354218221364
"R_7sblp1MyTZJI0Dp",1,"94545",1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,4,2,6,6,5,3,3,3,3,NA,3,3,4,4,3,3,1,2,2,1,2,2,1,2,2,2,2,3,3,3,2,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,3,3,3,3,3,3,3,3,3,3,4,2,3,1,1,3,4,2,3,2,2,1,1,NA,NA,NA,1,NA,2,1,6,2,2,2,3,1,1,2,4,4,2,NA,2,1,1,2,2,2,1,2,1.3675576481338516
"R_1I9mMQvlmNyxTkR",1,"94608",2,4,2,3,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,4,3,3,2,NA,2,3,4,3,3,4,5,1,2,1,2,2,2,2,2,2,2,5,4,3,5,2,4,NA,4,NA,NA,4,NA,NA,4,NA,NA,4,NA,4,3,4,4,3,3,3,4,4,3,4,2,4,2,1,1,2,2,3,2,1,1,NA,NA,NA,1,5,NA,2,1,3,2,2,2,4,2,4,4,4,4,2,NA,2,1,2,2,2,2,4,NA,1.220896282485609
"R_1PSGlHhDMG4qTWM",1,"94124",1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,4,3,3,4,3,3,3,2,4,NA,4,3,3,4,4,4,2,1,2,2,1,2,2,2,2,2,2,3,3,3,2,3,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,2,2,3,3,2,2,1,2,2,2,3,2,3,3,2,1,2,1,2,2,2,1,NA,NA,NA,1,4,NA,NA,1,1,2,2,2,3,3,1,1,1,4,1,6,2,1,2,2,2,2,1,NA,1.8811201511051423
"R_1V85I71369GPU7n",1,"30753",5,5,1,4,4,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,6,3,6,5,2,3,2,2,5,NA,5,4,4,3,3,3,1,1,2,2,2,2,2,2,2,2,2,3,3,3,1,2,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,2,2,2,3,5,3,3,3,3,3,3,2,2,4,1,4,4,3,5,3,1,2,1,NA,NA,NA,1,NA,1,3,6,2,2,1,2,4,4,4,4,3,1,5,2,1,1,2,2,2,1,2,0.6766787781137561
"R_8asZVKIljs6ncPo",1,"93723",1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,4,3,4,4,3,3,3,3,3,NA,5,4,3,4,4,3,2,2,1,1,2,2,1,2,2,2,3,2,4,4,2,3,NA,NA,2,NA,NA,3,NA,NA,2,NA,NA,3,3,2,2,3,2,3,4,2,3,2,2,2,3,3,1,3,3,2,3,3,2,3,NA,NA,NA,1,4,NA,NA,2,1,2,2,2,3,3,4,4,4,4,1,6,2,1,2,2,2,2,1,NA,1.8982865717433606
"R_3gTrfxPKQEQdso3",1,"14621",5,2,2,3,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,1,2,4,2,4,4,2,NA,5,2,4,2,3,3,2,1,1,2,2,2,2,2,2,2,2,5,2,2,3,1,1,NA,1,NA,NA,2,NA,NA,1,NA,NA,1,NA,2,2,4,1,2,3,4,2,3,4,2,1,1,2,2,3,3,1,2,3,1,1,NA,NA,1,NA,5,NA,1,1,6,2,1,1,1,2,1,1,1,1,1,6,2,1,2,1,2,2,1,1,0.6354466637488853
"R_6IUGtjp6EXVpgEV",1,"60611",5,1,3,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,3,6,5,2,3,4,2,4,NA,4,3,3,4,4,6,2,2,2,2,2,2,2,2,2,1,6,2,1,2,2,3,3,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,5,2,5,1,2,2,1,5,1,2,2,2,4,2,2,4,4,3,6,2,2,2,1,NA,NA,NA,4,NA,NA,1,6,2,2,2,4,2,2,2,2,2,1,5,2,1,2,2,2,2,1,2,0.8412394173361601
"R_7dYfP9ROLizxo1D",1,"65452",1,4,3,4,4,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,6,3,1,2,2,1,1,1,NA,1,5,4,5,5,5,5,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,NA,NA,4,NA,NA,2,NA,NA,4,NA,NA,4,1,1,1,1,3,1,1,4,1,1,4,2,4,2,1,3,3,3,5,3,1,2,1,NA,NA,NA,1,NA,2,3,1,1,2,2,4,2,2,2,2,2,1,7,2,1,1,2,2,2,4,NA,0.8302333397935452
"R_1Olrug04Apr46Ck",1,"70802",5,5,5,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,4,3,5,5,2,3,3,3,NA,5,4,4,3,5,5,3,2,1,2,2,2,2,1,2,2,2,1,2,2,3,1,5,NA,2,NA,NA,1,NA,NA,2,NA,NA,3,NA,1,1,1,1,1,1,1,1,1,1,1,2,5,1,2,1,1,2,4,1,1,1,NA,NA,1,NA,5,NA,1,3,7,2,2,NA,NA,1,4,4,4,3,1,6,2,1,2,2,2,2,1,1,0.5565317795050702
"R_3MaKcfjYBMIiH3Y",1,"12701",2,3,3,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,3,2,6,3,2,2,2,1,1,NA,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,3,2,3,3,2,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,2,2,1,1,1,2,1,2,1,2,1,2,2,3,7,1,4,4,1,1,1,1,1,1,NA,NA,NA,1,NA,1,1,1,2,2,2,3,7,1,1,2,1,1,5,2,1,1,2,2,2,1,NA,0.8153320568511278
"R_3CBqLw4I7eBkVDc",1,"86440",2,3,4,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,6,3,5,5,5,3,3,3,3,NA,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,3,3,3,3,4,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,5,2,2,3,2,2,3,3,3,5,2,4,1,2,4,4,2,4,2,1,1,1,NA,NA,NA,1,NA,2,3,6,2,2,2,4,1,2,2,2,4,1,5,2,1,2,2,2,2,1,2,1.5996044322681542
"R_7L711sXUM1LyXkQ",1,"70512",2,1,2,5,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,6,1,4,5,4,1,1,3,NA,1,1,1,1,1,1,3,2,2,2,2,2,2,1,2,2,2,4,4,4,4,1,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,5,1,1,1,1,1,1,1,2,1,2,2,4,2,2,2,1,2,2,1,1,NA,NA,1,NA,1,NA,1,3,7,2,2,1,2,4,1,1,1,3,1,6,2,4,2,2,2,1,1,1,0.4138316344504255
"R_57KbACkpRttb3Vc",1,"32439",5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,6,2,6,6,5,2,2,2,2,NA,2,2,2,2,2,7,2,2,2,2,2,2,2,2,2,1,6,6,6,6,5,1,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,1,2,3,1,2,2,1,1,2,1,1,NA,NA,1,NA,4,NA,NA,2,6,2,1,1,2,3,1,1,1,3,1,6,2,1,2,1,2,2,1,1,0.4755845129663908
"R_54p9ZCuIEGp4AqD",1,"32780",1,2,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,4,1,4,2,2,3,NA,4,3,5,3,4,4,2,2,2,2,2,2,2,2,2,1,3,4,5,3,2,2,2,NA,NA,1,NA,NA,1,NA,NA,3,NA,NA,2,2,4,1,3,2,1,3,3,3,4,2,4,1,1,3,3,2,3,2,2,1,1,NA,NA,NA,4,NA,NA,2,1,2,2,2,4,1,1,2,2,3,1,4,2,1,2,2,2,2,1,NA,0.7924247931242162
"R_3Y4Kg6rkIsJbsFE",1,"97355",5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,6,4,5,5,4,3,3,3,3,NA,3,3,3,3,3,7,2,2,2,2,2,2,2,2,2,1,6,6,6,6,5,5,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,5,1,1,1,1,1,1,1,1,1,1,1,2,4,8,2,2,2,2,4,2,1,1,1,NA,NA,NA,4,NA,NA,2,4,2,2,2,4,8,4,4,4,4,1,6,2,1,1,2,2,1,1,2,1.760682711182762
"R_6rNkD6kefsKqC95",1,"07203",5,5,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,3,5,5,4,5,5,5,NA,5,5,3,3,3,5,3,1,1,2,2,1,1,1,2,2,2,3,3,3,3,4,2,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,4,4,4,4,2,4,4,4,4,4,2,1,1,3,2,3,3,1,2,2,3,3,1,NA,NA,NA,2,1,NA,2,1,2,1,1,1,3,1,1,1,1,1,1,2,1,2,1,2,2,1,NA,1.271133442940021
